old_car_id,old_car_title,old_car_make,old_car_model,old_price,old_coe,new_car_id,new_car_name,new_car_model,new_price,no_owners,manufactured,similarity
2704,toyota vios 1.5a g,toyota,vios,88900,32999,119,toyota vios,1.5 g grade ,110888,1,2020,83
2712,toyota vios 1.5a e ,toyota,vios,31900,49519,119,toyota vios,1.5 g grade ,110888,5,2006,83
2918,toyota vios 1.5a e ,toyota,vios,19600,13024,119,toyota vios,1.5 g grade ,110888,4,2009,83
2937,toyota vios 1.5a e ,toyota,vios,62300,11000,119,toyota vios,1.5 g grade ,110888,1,2018,83
2975,toyota vios 1.5a e ,toyota,vios,19200,13024,119,toyota vios,1.5 g grade ,110888,6,2008,83
3383,toyota vios 1.5a e ,toyota,vios,28100,16519,119,toyota vios,1.5 g grade ,110888,4,2010,83
3509,toyota vios 1.5a e ,toyota,vios,20700,12864,119,toyota vios,1.5 g grade ,110888,3,2008,83
3539,toyota vios 1.5a e ,toyota,vios,17400,17099,119,toyota vios,1.5 g grade ,110888,3,2008,83
3825,toyota vios 1.5a e,toyota,vios,83400,32309,119,toyota vios,1.5 g grade ,110888,1,2019,83
3946,toyota vios 1.5a e,toyota,vios,90000,37766,119,toyota vios,1.5 g grade ,110888,1,2020,83
3961,toyota vios 1.5a e,toyota,vios,38300,65001,119,toyota vios,1.5 g grade ,110888,1,2014,83
4059,toyota vios 1.5a e ,toyota,vios,15300,19637,119,toyota vios,1.5 g grade ,110888,4,2007,83
4102,toyota vios 1.5a e,toyota,vios,76900,25556,119,toyota vios,1.5 g grade ,110888,1,2018,83
4120,toyota vios 1.5a e ,toyota,vios,13200,21061,119,toyota vios,1.5 g grade ,110888,3,2008,83
4136,toyota vios 1.5a e ,toyota,vios,5500,24715,119,toyota vios,1.5 g grade ,110888,6,2007,83
4177,toyota vios 1.5a e,toyota,vios,68000,41400,119,toyota vios,1.5 g grade ,110888,1,2017,83
4201,toyota vios 1.5a e ,toyota,vios,39400,21142,119,toyota vios,1.5 g grade ,110888,2,2010,83
4274,toyota vios 1.5a e ,toyota,vios,54800,29485,119,toyota vios,1.5 g grade ,110888,6,2009,83
4279,toyota vios 1.5a e ,toyota,vios,8700,22041,119,toyota vios,1.5 g grade ,110888,2,2007,83
4640,toyota vios 1.5a e,toyota,vios,75700,25556,119,toyota vios,1.5 g grade ,110888,2,2019,83
4713,toyota vios 1.5a e ,toyota,vios,20700,16170,119,toyota vios,1.5 g grade ,110888,6,2008,83
4769,toyota vios 1.5a e,toyota,vios,80800,33199,119,toyota vios,1.5 g grade ,110888,1,2019,83
4830,toyota vios 1.5a e,toyota,vios,72500,30209,119,toyota vios,1.5 g grade ,110888,1,2018,83
4837,toyota vios 1.5m e ,toyota,vios,52600,32339,119,toyota vios,1.5 g grade ,110888,1,2008,83
4900,toyota vios 1.5a e ,toyota,vios,19800,13088,119,toyota vios,1.5 g grade ,110888,5,2009,83
4929,toyota vios 1.5a e,toyota,vios,92200,33000,119,toyota vios,1.5 g grade ,110888,1,2020,83
4942,toyota vios 1.5a e,toyota,vios,51500,45504,119,toyota vios,1.5 g grade ,110888,3,2015,83
5020,toyota vios 1.5a g,toyota,vios,83500,32309,119,toyota vios,1.5 g grade ,110888,1,2019,83
5234,toyota vios 1.5a e ,toyota,vios,52600,27886,119,toyota vios,1.5 g grade ,110888,3,2009,83
5377,toyota vios 1.5a e ,toyota,vios,20700,13786,119,toyota vios,1.5 g grade ,110888,3,2008,83
5393,toyota vios 1.5m e ,toyota,vios,41800,46454,119,toyota vios,1.5 g grade ,110888,4,2006,83
5501,toyota vios 1.5a g ,toyota,vios,21600,14920,119,toyota vios,1.5 g grade ,110888,3,2009,83
5522,toyota vios 1.5m e ,toyota,vios,24000,16208,119,toyota vios,1.5 g grade ,110888,4,2009,83
5626,toyota vios 1.5a e ,toyota,vios,54700,31976,119,toyota vios,1.5 g grade ,110888,2,2009,83
5702,toyota vios 1.5a e,toyota,vios,53700,56989,119,toyota vios,1.5 g grade ,110888,1,2015,83
5727,toyota vios 1.5a e ,toyota,vios,17600,15142,119,toyota vios,1.5 g grade ,110888,5,2008,83
5739,toyota vios 1.5a e,toyota,vios,63500,51600,119,toyota vios,1.5 g grade ,110888,2,2017,83
5865,toyota vios 1.5a e ,toyota,vios,28100,16184,119,toyota vios,1.5 g grade ,110888,3,2009,83
5866,toyota vios 1.5a e ,toyota,vios,13800,21485,119,toyota vios,1.5 g grade ,110888,3,2007,83
6042,toyota vios 1.5a e ,toyota,vios,16300,19107,119,toyota vios,1.5 g grade ,110888,2,2008,83
6055,toyota vios 1.5a e ,toyota,vios,23000,13024,119,toyota vios,1.5 g grade ,110888,3,2008,83
6165,toyota vios 1.5a e ,toyota,vios,50100,26175,119,toyota vios,1.5 g grade ,110888,3,2009,83
6328,toyota vios 1.5a e,toyota,vios,56000,45504,119,toyota vios,1.5 g grade ,110888,3,2015,83
6383,toyota vios 1.5a e,toyota,vios,79800,36704,119,toyota vios,1.5 g grade ,110888,1,2019,83
6432,toyota vios 1.5m e ,toyota,vios,37200,20699,119,toyota vios,1.5 g grade ,110888,3,2011,83
6498,toyota vios 1.5a e ,toyota,vios,17400,15142,119,toyota vios,1.5 g grade ,110888,3,2008,83
6617,toyota vios 1.5a e,toyota,vios,80100,26301,119,toyota vios,1.5 g grade ,110888,1,2019,83
6622,toyota vios 1.5a e ,toyota,vios,22900,17099,119,toyota vios,1.5 g grade ,110888,3,2008,83
6631,toyota vios 1.5a e,toyota,vios,82300,32309,119,toyota vios,1.5 g grade ,110888,1,2019,83
6731,toyota vios 1.5a e ,toyota,vios,26200,14664,119,toyota vios,1.5 g grade ,110888,3,2009,83
6838,toyota vios 1.5m e ,toyota,vios,47300,30284,119,toyota vios,1.5 g grade ,110888,4,2008,83
6930,toyota vios 1.5a g ,toyota,vios,25100,14920,119,toyota vios,1.5 g grade ,110888,6,2009,83
7026,toyota vios 1.5a e,toyota,vios,83400,26667,119,toyota vios,1.5 g grade ,110888,1,2019,83
7041,toyota vios 1.5a e,toyota,vios,86700,31210,119,toyota vios,1.5 g grade ,110888,1,2019,83
7112,toyota vios 1.5a e ,toyota,vios,34600,51518,119,toyota vios,1.5 g grade ,110888,2,2006,83
7126,toyota vios 1.5m e ,toyota,vios,18500,16170,119,toyota vios,1.5 g grade ,110888,5,2008,83
7150,toyota vios 1.5a g ,toyota,vios,24000,14920,119,toyota vios,1.5 g grade ,110888,3,2009,83
7222,toyota vios 1.5a e ,toyota,vios,49300,26047,119,toyota vios,1.5 g grade ,110888,5,2008,83
7279,toyota vios 1.5a g ,toyota,vios,5600,24715,119,toyota vios,1.5 g grade ,110888,1,2007,83
7402,toyota vios 1.5m e ,toyota,vios,8600,22700,119,toyota vios,1.5 g grade ,110888,4,2007,83
7452,toyota vios 1.5a g,toyota,vios,81300,26309,119,toyota vios,1.5 g grade ,110888,1,2019,83
7455,toyota vios 1.5a e ,toyota,vios,24000,13088,119,toyota vios,1.5 g grade ,110888,5,2009,83
7503,toyota vios 1.5a e ,toyota,vios,15300,19107,119,toyota vios,1.5 g grade ,110888,6,2008,83
7642,toyota vios 1.5a e ,toyota,vios,15300,16170,119,toyota vios,1.5 g grade ,110888,2,2008,83
7759,toyota vios 1.5a e ,toyota,vios,26200,16208,119,toyota vios,1.5 g grade ,110888,5,2009,83
7807,toyota vios 1.5a e,toyota,vios,84200,32309,119,toyota vios,1.5 g grade ,110888,1,2019,83
7809,toyota vios 1.5a e ,toyota,vios,22000,14743,119,toyota vios,1.5 g grade ,110888,2,2009,83
7883,toyota vios 1.5a e,toyota,vios,54800,56001,119,toyota vios,1.5 g grade ,110888,1,2015,83
7995,toyota vios 1.5a g ,toyota,vios,29500,15256,119,toyota vios,1.5 g grade ,110888,4,2009,83
8343,toyota vios 1.5a e,toyota,vios,75700,26667,119,toyota vios,1.5 g grade ,110888,2,2019,83
8406,toyota vios 1.5a e ,toyota,vios,74600,19534,119,toyota vios,1.5 g grade ,110888,1,2020,83
8531,toyota vios 1.5m e ,toyota,vios,8600,20997,119,toyota vios,1.5 g grade ,110888,2,2007,83
8552,toyota vios 1.5a e ,toyota,vios,27300,16184,119,toyota vios,1.5 g grade ,110888,4,2009,83
8557,toyota vios 1.5a e ,toyota,vios,19600,16170,119,toyota vios,1.5 g grade ,110888,3,2008,83
8578,toyota vios 1.5a e ,toyota,vios,32800,16570,119,toyota vios,1.5 g grade ,110888,4,2010,83
8622,toyota vios 1.5a g,toyota,vios,74200,31997,119,toyota vios,1.5 g grade ,110888,2,2018,83
8844,toyota vios 1.5a e ,toyota,vios,51700,29328,119,toyota vios,1.5 g grade ,110888,3,2009,83
8872,toyota vios 1.5a e ,toyota,vios,37200,21142,119,toyota vios,1.5 g grade ,110888,2,2011,83
9080,toyota vios 1.5a g ,toyota,vios,70200,14783,119,toyota vios,1.5 g grade ,110888,1,2019,83
9212,toyota vios 1.5a e ,toyota,vios,9400,21282,119,toyota vios,1.5 g grade ,110888,4,2007,83
9272,toyota vios 1.5a e ,toyota,vios,36300,22636,119,toyota vios,1.5 g grade ,110888,2,2011,83
9587,toyota vios 1.5a e,toyota,vios,73700,28457,119,toyota vios,1.5 g grade ,110888,1,2018,83
9637,toyota vios 1.5a e ,toyota,vios,53900,29485,119,toyota vios,1.5 g grade ,110888,4,2009,83
9648,toyota vios 1.5a e ,toyota,vios,40500,22636,119,toyota vios,1.5 g grade ,110888,2,2011,83
9666,toyota vios 1.5a g,toyota,vios,60300,51506,119,toyota vios,1.5 g grade ,110888,3,2015,83
9735,toyota vios 1.5a e,toyota,vios,75700,25556,119,toyota vios,1.5 g grade ,110888,2,2019,83
10143,toyota vios 1.5a g ,toyota,vios,8200,25313,119,toyota vios,1.5 g grade ,110888,4,2007,83
10292,toyota vios 1.5a e ,toyota,vios,8600,22041,119,toyota vios,1.5 g grade ,110888,3,2007,83
10326,toyota vios 1.5a e ,toyota,vios,83000,27571,119,toyota vios,1.5 g grade ,110888,3,2008,83
10465,toyota vios 1.5a e ,toyota,vios,22900,14743,119,toyota vios,1.5 g grade ,110888,6,2009,83
10619,toyota vios 1.5a e,toyota,vios,75400,29159,119,toyota vios,1.5 g grade ,110888,1,2019,83
10704,toyota vios 1.5a e ,toyota,vios,52800,26047,119,toyota vios,1.5 g grade ,110888,5,2008,83
10735,toyota vios 1.5a e ,toyota,vios,14100,21061,119,toyota vios,1.5 g grade ,110888,3,2008,83
10902,toyota vios 1.5a e ,toyota,vios,19700,13786,119,toyota vios,1.5 g grade ,110888,2,2008,83
10985,toyota vios 1.5a e ,toyota,vios,14100,18583,119,toyota vios,1.5 g grade ,110888,3,2008,83
11001,toyota vios 1.5a e ,toyota,vios,41600,22636,119,toyota vios,1.5 g grade ,110888,2,2011,83
11074,toyota vios 1.5a g ,toyota,vios,14100,18583,119,toyota vios,1.5 g grade ,110888,5,2008,83
11113,toyota vios 1.5a e,toyota,vios,73500,25920,119,toyota vios,1.5 g grade ,110888,1,2019,83
11254,toyota vios 1.5a e,toyota,vios,71300,36426,119,toyota vios,1.5 g grade ,110888,1,2018,83
11570,toyota vios 1.5a g ,toyota,vios,19100,12763,119,toyota vios,1.5 g grade ,110888,4,2009,83
11606,toyota vios 1.5a e ,toyota,vios,8700,22041,119,toyota vios,1.5 g grade ,110888,1,2007,83
11664,toyota vios 1.5a e ,toyota,vios,9700,22041,119,toyota vios,1.5 g grade ,110888,3,2007,83
11787,toyota vios 1.5a e ,toyota,vios,21800,15287,119,toyota vios,1.5 g grade ,110888,5,2009,83
11823,toyota vios 1.5a e ,toyota,vios,9700,21282,119,toyota vios,1.5 g grade ,110888,5,2007,83
11899,toyota vios 1.5m e ,toyota,vios,50400,26047,119,toyota vios,1.5 g grade ,110888,3,2008,83
11902,toyota vios 1.5a e ,toyota,vios,25100,14664,119,toyota vios,1.5 g grade ,110888,2,2009,83
11936,toyota vios 1.5a e ,toyota,vios,21800,14743,119,toyota vios,1.5 g grade ,110888,5,2009,83
12181,toyota vios 1.5a e ,toyota,vios,22900,13088,119,toyota vios,1.5 g grade ,110888,4,2009,83
12199,toyota vios 1.5a e ,toyota,vios,44900,41994,119,toyota vios,1.5 g grade ,110888,2,2007,83
12240,toyota vios 1.5a e,toyota,vios,76800,26667,119,toyota vios,1.5 g grade ,110888,1,2019,83
12268,toyota vios 1.5a e,toyota,vios,76800,25556,119,toyota vios,1.5 g grade ,110888,2,2018,83
12383,toyota vios 1.5a e ,toyota,vios,33900,18238,119,toyota vios,1.5 g grade ,110888,3,2010,83
12543,toyota vios 1.5a e,toyota,vios,64900,51600,119,toyota vios,1.5 g grade ,110888,2,2017,83
12614,toyota vios 1.5a e ,toyota,vios,26200,17099,119,toyota vios,1.5 g grade ,110888,3,2008,83
12617,toyota vios 1.5a e,toyota,vios,70200,38001,119,toyota vios,1.5 g grade ,110888,1,2018,83
12643,toyota vios 1.5a e ,toyota,vios,16300,15142,119,toyota vios,1.5 g grade ,110888,5,2008,83
12727,toyota vios 1.5a e ,toyota,vios,14900,21061,119,toyota vios,1.5 g grade ,110888,4,2008,83
12785,toyota vios 1.5a e ,toyota,vios,9000,24100,119,toyota vios,1.5 g grade ,110888,6,2007,83
12807,toyota vios 1.5a e,toyota,vios,75700,25556,119,toyota vios,1.5 g grade ,110888,1,2019,83
12844,toyota vios 1.5a e,toyota,vios,72400,34110,119,toyota vios,1.5 g grade ,110888,1,2018,83
12859,toyota vios 1.5a g ,toyota,vios,21400,13088,119,toyota vios,1.5 g grade ,110888,4,2009,83
12928,toyota vios 1.5a e ,toyota,vios,43800,38655,119,toyota vios,1.5 g grade ,110888,4,2008,83
13182,toyota vios 1.5a e,toyota,vios,76800,25556,119,toyota vios,1.5 g grade ,110888,2,2019,83
13315,toyota vios 1.5a g,toyota,vios,32900,73989,119,toyota vios,1.5 g grade ,110888,2,2013,83
13382,toyota vios 1.5a e,toyota,vios,81200,26309,119,toyota vios,1.5 g grade ,110888,1,2019,83
13412,toyota vios 1.5a g ,toyota,vios,32800,16095,119,toyota vios,1.5 g grade ,110888,3,2009,83
13502,toyota vios 1.5a e ,toyota,vios,23000,14743,119,toyota vios,1.5 g grade ,110888,3,2009,83
13544,toyota vios 1.5a e ,toyota,vios,11300,22041,119,toyota vios,1.5 g grade ,110888,2,2007,83
13574,toyota vios 1.5a e,toyota,vios,81200,26667,119,toyota vios,1.5 g grade ,110888,1,2019,83
13591,toyota vios 1.5a e,toyota,vios,53700,56989,119,toyota vios,1.5 g grade ,110888,1,2015,83
13744,toyota vios 1.5a e,toyota,vios,79000,36704,119,toyota vios,1.5 g grade ,110888,1,2019,83
13767,toyota vios 1.5a e ,toyota,vios,16500,13786,119,toyota vios,1.5 g grade ,110888,2,2008,83
13981,toyota vios 1.5a g,toyota,vios,77900,25556,119,toyota vios,1.5 g grade ,110888,1,2018,83
14180,toyota vios 1.5a e ,toyota,vios,18500,13786,119,toyota vios,1.5 g grade ,110888,3,2008,83
14191,toyota vios 1.5a g ,toyota,vios,20700,12864,119,toyota vios,1.5 g grade ,110888,6,2009,83
14254,toyota vios 1.5a e ,toyota,vios,20800,13786,119,toyota vios,1.5 g grade ,110888,6,2008,83
14268,toyota vios 1.5a e ,toyota,vios,19800,14835,119,toyota vios,1.5 g grade ,110888,5,2008,83
14505,toyota vios 1.5a e,toyota,vios,51500,45504,119,toyota vios,1.5 g grade ,110888,4,2015,83
14596,toyota vios 1.5a e ,toyota,vios,6400,25333,119,toyota vios,1.5 g grade ,110888,4,2007,83
14618,toyota vios 1.5a g ,toyota,vios,26200,15256,119,toyota vios,1.5 g grade ,110888,4,2009,83
14772,toyota vios 1.5a e ,toyota,vios,49500,27571,119,toyota vios,1.5 g grade ,110888,2,2008,83
14925,toyota vios 1.5a e,toyota,vios,83600,32309,119,toyota vios,1.5 g grade ,110888,1,2019,83
14962,toyota vios 1.5a e,toyota,vios,81200,26667,119,toyota vios,1.5 g grade ,110888,1,2019,83
14996,toyota vios 1.5a e ,toyota,vios,20700,13024,119,toyota vios,1.5 g grade ,110888,6,2008,83
15258,toyota vios 1.5a e ,toyota,vios,8800,24100,119,toyota vios,1.5 g grade ,110888,4,2007,83
15304,toyota vios 1.5a e ,toyota,vios,20000,12864,119,toyota vios,1.5 g grade ,110888,1,2009,83
15469,toyota vios 1.5a e ,toyota,vios,63600,21941,119,toyota vios,1.5 g grade ,110888,1,2018,83
792,honda e electric advance,honda,e,151800,56100,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
4532,honda e electric advance,honda,e,152900,56100,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
6627,honda e electric advance,honda,e,151800,46790,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
10099,honda e electric advance ,honda,e,133100,44001,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
11881,honda e electric advance,honda,e,151800,52309,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
13009,honda e electric advance,honda,e,151800,60109,139,honda e electric,advance [35.5kwh] ,181000,1,2020,83
12088,honda odyssey hybrid 2.0a absolute,honda,odyssey,158200,32311,151,honda odyssey hybrid,2.0 e`hev absolute 8`seater ,203000,1,2018,83
12088,honda odyssey hybrid 2.0a absolute,honda,odyssey,158200,32311,152,honda odyssey hybrid,2.0 e`hev absolute 7`seater ,208000,1,2018,83
778,mercedes-benz gle-class gle450 mild hybrid amg line 4matic,mercedes-benz,amg,349700,30012,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2019,83
909,mercedes-benz gle-class gle450 mild hybrid amg line 4matic,mercedes-benz,amg,347400,39406,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2019,83
1407,mercedes-benz cls-class cls450 mild hybrid amg line 4matic,mercedes-benz,amg,327800,32200,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2018,83
4582,mercedes-benz cls-class cls450 mild hybrid amg line 4matic,mercedes-benz,amg,355200,32801,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2018,83
14203,mercedes-benz cls-class cls450 mild hybrid amg line 4matic,mercedes-benz,amg,325600,52410,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,3,2018,83
14207,mercedes-benz gle-class gle450 mild hybrid amg line 4matic,mercedes-benz,amg,361700,30012,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2019,83
15540,mercedes-benz gle-class gle450 mild hybrid amg line 4matic,mercedes-benz,amg,398000,49778,162,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic ,243000,1,2020,83
5307,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium plus,mercedes-benz,amg,297000,52200,163,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium ,260000,1,2020,83
7690,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium plus,mercedes-benz,amg,251800,37109,163,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium ,260000,1,2019,83
6199,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium,mercedes-benz,amg,252800,40989,164,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium plus ,277000,1,2019,83
11708,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium,mercedes-benz,amg,234300,35889,164,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium plus ,277000,1,2019,83
1693,toyota sienta 1.5a x,toyota,sienta,90000,32699,174,toyota sienta,1.5 x 7`seater ,104000,1,2019,83
2744,toyota sienta 1.5a x,toyota,sienta,57200,59200,174,toyota sienta,1.5 x 7`seater ,104000,2,2015,83
2837,toyota sienta 1.5a x,toyota,sienta,71300,42900,174,toyota sienta,1.5 x 7`seater ,104000,1,2016,83
4331,toyota sienta 1.5a x ,toyota,sienta,21400,14835,174,toyota sienta,1.5 x 7`seater ,104000,2,2008,83
5711,toyota sienta 1.5a x,toyota,sienta,68000,51600,174,toyota sienta,1.5 x 7`seater ,104000,1,2016,83
6076,toyota sienta 1.5a x,toyota,sienta,53900,54301,174,toyota sienta,1.5 x 7`seater ,104000,1,2015,83
6923,toyota sienta 1.5a x ,toyota,sienta,18500,19107,174,toyota sienta,1.5 x 7`seater ,104000,4,2008,83
7474,toyota sienta 1.5a x,toyota,sienta,90000,32999,174,toyota sienta,1.5 x 7`seater ,104000,1,2019,83
8917,toyota sienta 1.5a x,toyota,sienta,58100,47300,174,toyota sienta,1.5 x 7`seater ,104000,3,2015,83
9309,toyota sienta 1.5a x,toyota,sienta,62200,50991,174,toyota sienta,1.5 x 7`seater ,104000,3,2015,83
10182,toyota sienta 1.5a x,toyota,sienta,97700,43501,174,toyota sienta,1.5 x 7`seater ,104000,1,2019,83
12626,toyota sienta 1.5a x,toyota,sienta,58100,47889,174,toyota sienta,1.5 x 7`seater ,104000,1,2015,83
12735,toyota sienta 1.5a x,toyota,sienta,63600,50000,174,toyota sienta,1.5 x 7`seater ,104000,3,2016,83
14515,toyota sienta 1.5a x,toyota,sienta,64700,52301,174,toyota sienta,1.5 x 7`seater ,104000,1,2016,83
152,toyota sienta 1.5a g ,toyota,sienta,51500,32339,176,toyota sienta,1.5 g 7`seater ,107800,4,2008,83
281,toyota sienta 1.5a g,toyota,sienta,57800,47020,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
456,toyota sienta 1.5a g,toyota,sienta,72400,46489,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
1287,toyota sienta 1.5a g,toyota,sienta,106500,36534,176,toyota sienta,1.5 g 7`seater ,107800,1,2020,83
1993,toyota sienta 1.5a g,toyota,sienta,75700,42801,176,toyota sienta,1.5 g 7`seater ,107800,1,2016,83
2004,toyota sienta 1.5a g,toyota,sienta,61500,53000,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
2626,toyota sienta 1.5a g,toyota,sienta,85800,34001,176,toyota sienta,1.5 g 7`seater ,107800,1,2019,83
3540,toyota sienta 1.5a g,toyota,sienta,61400,47300,176,toyota sienta,1.5 g 7`seater ,107800,3,2015,83
3544,toyota sienta 1.5a g,toyota,sienta,58100,56989,176,toyota sienta,1.5 g 7`seater ,107800,2,2015,83
3659,toyota sienta 1.5a g,toyota,sienta,64800,52301,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
3666,toyota sienta 1.5a g,toyota,sienta,61500,47020,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
4046,toyota sienta 1.5a g,toyota,sienta,59200,45504,176,toyota sienta,1.5 g 7`seater ,107800,3,2015,83
4139,toyota sienta 1.5a g,toyota,sienta,68000,51765,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
4734,toyota sienta 1.5a g,toyota,sienta,66900,53000,176,toyota sienta,1.5 g 7`seater ,107800,3,2015,83
5023,toyota sienta 1.5a g,toyota,sienta,62500,46009,176,toyota sienta,1.5 g 7`seater ,107800,2,2015,83
5240,toyota sienta 1.5a g,toyota,sienta,56100,45002,176,toyota sienta,1.5 g 7`seater ,107800,2,2015,83
6566,toyota sienta 1.5a g,toyota,sienta,73500,42902,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
6641,toyota sienta 1.5a g,toyota,sienta,72000,51600,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
7051,toyota sienta 1.5a g,toyota,sienta,64800,52301,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
7622,toyota sienta 1.5a g,toyota,sienta,57000,53000,176,toyota sienta,1.5 g 7`seater ,107800,4,2016,83
7734,toyota sienta 1.5a g,toyota,sienta,58100,45002,176,toyota sienta,1.5 g 7`seater ,107800,1,2015,83
8549,toyota sienta 1.5a g,toyota,sienta,66200,53000,176,toyota sienta,1.5 g 7`seater ,107800,1,2015,83
8782,toyota sienta 1.5a g,toyota,sienta,65500,51765,176,toyota sienta,1.5 g 7`seater ,107800,1,2016,83
9131,toyota sienta 1.5a g,toyota,sienta,63700,47020,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
9287,toyota sienta 1.5a g,toyota,sienta,59200,47020,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
9319,toyota sienta 1.5a g,toyota,sienta,65800,51507,176,toyota sienta,1.5 g 7`seater ,107800,1,2016,83
9502,toyota sienta 1.5a g,toyota,sienta,94600,26309,176,toyota sienta,1.5 g 7`seater ,107800,1,2019,83
9756,toyota sienta 1.5a g,toyota,sienta,60400,46009,176,toyota sienta,1.5 g 7`seater ,107800,3,2015,83
9924,toyota sienta 1.5a g,toyota,sienta,69100,48401,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
10009,toyota sienta 1.5a g,toyota,sienta,64800,53000,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
10103,toyota sienta 1.5a g,toyota,sienta,108900,47821,176,toyota sienta,1.5 g 7`seater ,107800,1,2019,83
10284,toyota sienta 1.5a g,toyota,sienta,74600,42900,176,toyota sienta,1.5 g 7`seater ,107800,2,2016,83
13092,toyota sienta 1.5a g,toyota,sienta,84500,26659,176,toyota sienta,1.5 g 7`seater ,107800,1,2019,83
13532,toyota sienta 1.5a g,toyota,sienta,72400,46489,176,toyota sienta,1.5 g 7`seater ,107800,1,2016,83
13783,toyota sienta 1.5a g,toyota,sienta,60400,46667,176,toyota sienta,1.5 g 7`seater ,107800,3,2016,83
11663,toyota harrier hybrid 2.5a luxury,toyota,harrier,183500,39000,188,toyota harrier hybrid,2.5 g ,198000,1,2020,83
2336,toyota alphard hybrid 2.5a sr c-package 7-seater,toyota,alphard,277200,47001,191,toyota alphard hybrid,2.5 s 7`seater ,238000,1,2021,83
36,honda freed hybrid 1.5a g 7-seater,honda,freed,138600,60001,196,honda freed,1.5 g 7`seater  ,121000,1,2020,83
1037,honda freed hybrid 1.5a g 7-seater,honda,freed,102100,39400,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
1208,honda freed hybrid 1.5a g 7-seater,honda,freed,100700,33689,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
1914,honda freed hybrid 1.5a g 7-seater,honda,freed,113200,40512,196,honda freed,1.5 g 7`seater  ,121000,1,2019,83
2446,honda freed hybrid 1.5a g 7-seater,honda,freed,104300,36961,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
4287,honda freed hybrid 1.5a g 7-seater,honda,freed,102100,36000,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
5616,honda freed hybrid 1.5a g 7-seater,honda,freed,85800,50000,196,honda freed,1.5 g 7`seater  ,121000,2,2017,83
5780,honda freed hybrid 1.5a g 7-seater,honda,freed,107300,36001,196,honda freed,1.5 g 7`seater  ,121000,1,2019,83
6898,honda freed hybrid 1.5a g 7-seater,honda,freed,108700,37000,196,honda freed,1.5 g 7`seater  ,121000,1,2019,83
7491,honda freed hybrid 1.5a g 7-seater,honda,freed,105500,36001,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
10051,honda freed hybrid 1.5a g 7-seater,honda,freed,100000,30851,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
12304,honda freed hybrid 1.5a g 7-seater,honda,freed,107700,35906,196,honda freed,1.5 g 7`seater  ,121000,1,2018,83
15237,honda freed hybrid 1.5a g 7-seater,honda,freed,84500,50001,196,honda freed,1.5 g 7`seater  ,121000,1,2017,83
6183,bmw 4 series 420i convertible sport,bmw,420i,112000,79500,202,bmw 4 series convertible,420i convertible m sport ,291888,2,2014,83
248,toyota vellfire 3.5a z g-edition,toyota,vellfire,93300,72003,222,toyota vellfire,2.5 z g`edition 7`seater ,254000,3,2013,83
739,toyota vellfire 3.5a z g-edition,toyota,vellfire,162800,52751,222,toyota vellfire,2.5 z g`edition 7`seater ,254000,2,2015,83
