,title,make,model,manufactured,reg_year,transmission_auto,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,opc_revised,opc_old,road_tax,type_of_vehicle_1,type_of_vehicle_2,type_of_vehicle_3,type_of_vehicle_4,make_model_1,make_model_2,make_model_3,make_model_4,make_model_5,make_model_6,make_model_7,make_model_8,make_model_9,make_model_10,category_almost new car,category_coe car,category_consignment car,category_direct owner sale,category_electric cars,category_hybrid cars,category_imported used vehicle,category_low mileage car,category_opc car,category_parf car,category_premium ad car,category_rare & exotic,category_sgcarmart warranty cars,category_sta evaluated car,category_vintage cars,fuel_type_diesel,fuel_type_electric,fuel_type_petrol-electric,coe_valid_time,price
6825,mercedes-benz e-class e200 cgi,mercedes-benz,e200,2010.0,2010.0,1,1615.0,135.0,1796.0,1.0,10610.0,43408.428894481156,35556.0,130000.0,53923.0,64151.32709662001,0,0,1071.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10800.0
6826,toyota hiace 3.0a dx,toyota,hiace,2017.0,2017.0,1,1800.0,111.0,2982.0,1.0,10270.0,36879.0,21481.0,78400.0,32881.0,1645.0,0,0,2363.986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65800.0
6827,toyota camry hybrid 2.5a ascent,toyota,camry,2019.0,2021.0,1,1570.0,160.0,2487.0,1.0,14250.0,59501.0,71685.0,1000.0,28482.0,16875.0,0,0,1783.351,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,164800.0
6828,toyota prius hybrid 1.8a,toyota,prius,2017.0,2017.0,1,1375.0,90.0,1798.0,2.0,10840.0,48109.0,33709.0,41000.0,29007.0,5000.0,0,0,976.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,77000.0
6829,skoda octavia 2.0a tsi rs,skoda,octavia,2018.0,2018.0,1,1577.0,180.0,1984.0,1.0,13560.0,34381.0,45541.0,19000.0,26004.0,28406.0,0,0,1194.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,120800.0
6830,toyota corolla altis 1.6a elegance (coe till 04/2024),toyota,corolla,2009.0,2009.0,1,1195.0,80.0,1598.0,3.0,7790.0,13088.0,6885.0,130000.0,17500.0,17500.0,0,0,965.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,22600.0
6831,mini cooper 1.6a (coe till 03/2031),mini,cooper,2010.0,2011.0,1,1105.0,90.0,1598.0,2.0,6750.0,41397.0,39741.0,114800.0,23439.0,23439.0,0,0,816.0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71300.0
6832,porsche cayenne turbo 4.0a tip,porsche,cayenne,2018.0,2018.0,1,2175.0,404.0,3996.0,1.0,56950.0,33420.0,220129.0,30000.0,161344.0,262420.0,0,0,3944.0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,581700.0
6833,mclaren gt 4.0 v8,mclaren,gt,2019.0,2020.0,1,1603.0,456.0,3994.0,1.0,75140.0,41503.0,267475.0,6000.0,185468.0,305843.0,0,0,3940.0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,935000.0
6834,honda civic 1.6a vti (opc),honda,civic,2019.0,2019.0,1,1237.0,92.0,1597.0,1.0,8680.0,9667.0,22756.0,20600.0,20084.0,20118.0,1,0,242.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,86800.0
6835,volkswagen sportsvan 1.4a highline,volkswagen,sportsvan,2015.0,2017.0,1,1383.0,92.0,1395.0,2.0,9800.0,42801.0,45789.0,42000.0,27386.0,25341.0,0,0,624.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,81400.0
6836,bentley continental gt 4.0a v8,bentley,continental,2012.0,2012.0,1,2295.0,373.0,3993.0,4.0,155890.0,83000.0,104627.0,76000.0,172949.0,172949.0,0,0,3940.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,291500.0
6837,audi q2 1.0a tfsi s-tronic,audi,q2,2018.0,2019.0,1,1315.0,85.0,999.0,1.0,11730.0,25689.0,41800.0,38000.0,27231.0,30124.0,0,0,392.0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113100.0
6838,skoda superb 1.8a elegance (coe till 10/2029),skoda,superb,2009.0,2009.0,1,1471.0,118.0,1798.0,5.0,7080.0,37502.0,30711.0,140000.0,33108.0,33108.0,0,0,1171.0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,63800.0
6839,mercedes-benz e-class e250 cgi (coe till 09/2030),mercedes-benz,e250,2010.0,2010.0,1,1650.0,150.0,1796.0,4.0,8820.0,34935.0,31700.0,125446.0,55808.0,55808.0,0,0,1071.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88000.0
6840,mitsubishi lancer ex 1.6a sports,mitsubishi,lancer,2016.0,2017.0,1,1284.0,86.0,1590.0,2.0,9040.0,51600.0,39817.0,73000.0,13468.0,13468.0,0,0,738.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64700.0
6841,nissan nv200 1.5m,nissan,nv200,2015.0,2015.0,0,1320.0,95.39936703911827,1461.0,1.0,8270.0,50900.0,19565.0,97641.0,20122.0,1007.0,0,0,661.3765000000001,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35000.0
6842,toyota wish 1.8a x (coe till 10/2029),toyota,wish,2009.0,2009.0,1,1340.0,106.0,1797.0,3.0,6920.0,37502.0,30269.0,118000.0,22245.0,22245.0,0,0,1169.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,61500.0
6843,bmw 5 series 520i,bmw,520i,2019.0,2020.0,1,1540.0,135.0,1998.0,1.0,18230.0,37109.0,79486.0,42000.0,51261.0,64270.0,0,0,1210.0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,204400.0
6844,mclaren 600lt,mclaren,600lt,2019.0,2020.0,1,1356.0,441.0,3799.0,1.0,82250.0,32500.0,264417.0,4000.0,194209.0,321577.0,0,0,3636.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,976800.0
6845,mazda 6 2.5a premium,mazda,2,2016.0,2016.0,1,1515.0,141.0,2488.0,1.0,10550.0,54200.0,49919.0,64989.0,26276.0,28787.0,0,0,1786.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77900.0
6846,toyota vios 1.5a e,toyota,vios,2019.0,2019.0,1,1085.0,79.0,1496.0,1.0,8360.0,36704.0,39131.0,22000.0,13788.0,13788.0,0,0,682.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,79800.0
6847,honda vezel 1.5a x,honda,vezel,2017.0,2017.0,1,1190.0,96.0,1496.0,2.0,9700.0,42339.0,35031.0,45000.0,20788.0,11104.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73400.0
6848,toyota previa 2.4a (coe till 02/2023),toyota,previa,2008.0,2008.0,1,1845.0,125.0,2362.0,3.0,10820.0,25289.0,7386.0,145000.0,37999.0,37999.0,0,0,2293.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17400.0
6849,nissan nv200 1.5m,nissan,nv200,2016.0,2017.0,0,1260.0,95.39936703911827,1461.0,1.0,7420.0,30600.0,17639.0,59773.0,20122.0,1007.0,0,0,661.3765000000001,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47100.0
6850,porsche cayenne 3.6a tip platinum edition,porsche,cayenne,2017.0,2017.0,1,2115.0,220.0,3598.0,2.0,30970.0,54556.0,127091.0,90000.0,86839.0,128311.0,0,0,3322.0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,263900.0
6851,mazda 3 1.5a sunroof,mazda,3,2017.0,2017.0,1,1310.0,88.0,1496.0,1.0,8900.0,48401.0,33880.0,51294.0,14688.0,9688.0,0,0,682.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59200.0
6852,kia stonic 1.0t sx sunroof,kia,stonic,2020.0,2020.0,1,1185.0,88.3,998.0,1.0,8310.0,37766.0,41017.0,11262.0,19053.0,9053.0,0,0,392.0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,87800.0
6853,volkswagen golf gti 5dr sunroof,volkswagen,golf,2017.0,2018.0,1,1408.0,169.0,1984.0,1.0,16350.0,57390.0,67308.0,45998.0,34507.0,40310.0,0,0,1194.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,138400.0
6854,toyota harrier 2.0a elegance panoramic,toyota,harrier,2014.0,2015.0,1,1610.0,111.0,1986.0,3.0,15220.0,66751.0,35605.0,112000.0,26159.0,18623.0,0,0,1196.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69200.0
6855,lexus nx300 executive,lexus,nx,2020.0,2021.0,1,1755.0,175.0,1998.0,1.0,17320.0,47806.0,83594.0,297.0,41422.0,49991.0,0,0,1210.0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,214500.0
6856,bmw 2 series 216i gran tourer,bmw,216i,2020.0,2021.0,1,1490.0,80.0,1499.0,1.0,12710.0,37690.0,63913.0,7800.0,32724.0,37814.0,0,0,684.0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152700.0
6857,honda jazz 1.5a rs,honda,jazz,2016.0,2017.0,1,1046.0,96.0,1498.0,1.0,9610.0,52000.0,39338.0,76000.0,17978.0,12978.0,0,0,684.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,67300.0
6858,volkswagen golf cabriolet 1.4a tsi,volkswagen,golf,2011.0,2012.0,1,1503.0,118.0,1390.0,4.0,10610.0,50289.0,19564.0,133263.0,35353.0,35353.0,0,0,620.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39400.0
6859,mercedes-benz c-class c200 coupe amg line sunroof,mercedes-benz,amg,2016.0,2017.0,1,1575.0,135.0,1991.0,2.0,18170.0,53300.0,66542.0,55000.0,44371.0,49120.0,0,0,1202.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,138400.0
6860,honda odyssey 2.4a sunroof (coe till 04/2023),honda,odyssey,2007.0,2008.0,1,1648.0,118.0,2354.0,5.0,7150.0,20441.0,6463.0,169000.0,28209.0,28209.0,0,0,2279.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12400.0
6861,mercedes-benz e-class e200 avantgarde,mercedes-benz,e200,2019.0,2020.0,1,1640.0,145.0,1991.0,1.0,18440.0,40989.0,88966.0,22000.0,53689.0,68641.0,0,0,1202.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,223300.0
6862,ud trucks gkb5e,ud,trucks,2016.0,2016.0,1,6880.0,757.7963276791182,10837.0,1.0,15850.0,43806.0,23163.0,74112.0,83474.0,4174.0,0,0,976.0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,92200.0
6863,honda vezel 1.5a x,honda,vezel,2018.0,2018.0,1,1190.0,96.0,1496.0,1.0,9720.0,25556.0,27749.0,38000.0,21594.0,12232.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84500.0
6864,bmw 5 series 523i (coe till 08/2030),bmw,523i,2010.0,2010.0,1,1725.0,150.0,2497.0,4.0,8400.0,32914.0,29695.0,137394.0,39547.0,39547.0,0,0,1976.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,83400.0
6865,mercedes-benz c-class c200 mild hybrid amg line premium plus,mercedes-benz,amg,2018.0,2020.0,1,1505.0,145.0,1497.0,1.0,15840.0,37102.0,83799.0,17000.0,52977.0,67359.0,0,0,684.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,193400.0
6866,porsche 911 carrera coupe 3.0a pdk,porsche,911,2021.0,2021.0,1,1545.0,300.0,2981.0,1.0,10610.0,10.0,35556.0,50.0,122000.0,145141.44068,0,0,2364.0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,625900.0
6867,toyota dyna 150 3.0m,toyota,dyna,2015.0,2016.0,0,1740.0,202.85518797911826,2982.0,1.0,11190.0,25494.0,11574.0,74112.0,28923.0,1447.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,55900.0
6868,mitsubishi fuso canter fea01,mitsubishi,fuso,2021.0,2021.0,0,1760.0,203.98555821911827,2998.0,1.0,8370.0,23816.0,23470.0,644.0,31266.0,1564.0,0,0,2382.754,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,90800.0
6869,toyota alphard 2.5a s moonroof,toyota,alphard,2015.0,2015.0,1,1980.0,134.0,2493.0,1.0,17740.0,59889.0,54952.0,81339.0,35216.0,41303.0,0,0,1792.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,107600.0
6870,toyota hiace commuter 3.0a gl,toyota,hiace,2016.0,2017.0,1,2140.0,111.0,2982.0,2.0,9540.0,26029.0,14954.0,59773.0,44725.0,2237.0,0,0,2363.986,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60300.0
6871,mitsubishi fuso canter feb50,mitsubishi,fuso,2015.0,2016.0,0,2500.0,203.98555821911827,2998.0,2.0,10610.0,46502.0,22259.108405276264,125483.0,37480.0,1874.0,0,0,2382.754,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50400.0
6872,mercedes-benz a-class a250 sport,mercedes-benz,a250,2015.0,2015.0,1,1465.0,155.0,1991.0,2.0,16170.0,65501.0,50049.0,95000.0,32710.0,37794.0,0,0,1202.0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90000.0
6873,volkswagen golf sv 1.4a tsi comfortline,volkswagen,golf,2018.0,2019.0,1,1383.0,92.0,1395.0,1.0,10220.0,36704.0,47829.0,45445.0,24335.0,26069.0,0,0,624.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101000.0
6874,honda vezel hybrid 1.5a x,honda,vezel,2016.0,2019.0,1,1280.0,112.0,1496.0,1.0,10960.0,42564.0,48987.0,27000.0,27981.0,21174.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,105400.0
6875,maserati granturismo s cambiocorsa (coe till 10/2030),maserati,granturismo,2010.0,2010.0,1,1880.0,323.0,4691.0,5.0,18160.0,38216.0,34897.0,81585.0,116178.0,116178.0,0,0,5533.0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,182400.0
6876,mitsubishi fuso super great fp51 (coe till 07/2023),mitsubishi,fuso,2008.0,2008.0,0,6960.0,902.2717739791182,12882.0,3.0,19680.0,16100.0,5858.0,145000.0,73432.0,3672.0,0,0,976.0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,39400.0
6877,hyundai sonata 2.0a gls,hyundai,sonata,2017.0,2017.0,1,1460.0,113.0,1999.0,1.0,8800.0,50621.0,42993.0,59773.0,19842.0,19842.0,0,0,1212.0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64700.0
6878,toyota dyna 150 3.0m (coe till 03/2025),toyota,dyna,2005.0,2005.0,0,1500.0,203.13778053911827,2986.0,4.0,7490.0,12194.0,8726.0,132500.0,23690.0,1185.0,0,0,3553.017,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,29500.0
6879,toyota vellfire 2.5a z a-edition moonroof,toyota,vellfire,2015.0,2017.0,1,2030.0,134.0,2493.0,2.0,17510.0,53711.0,63832.0,75000.0,35926.0,42297.0,0,0,1792.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138400.0
6880,lexus es250 executive sunroof,lexus,es,2018.0,2018.0,1,1615.0,135.0,2494.0,2.0,14790.0,37010.0,56401.0,57000.0,36195.0,42673.0,0,0,1792.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130700.0
6881,mercedes-benz e-class e200 cgi cabriolet (coe till 12/2030),mercedes-benz,e200,2010.0,2011.0,1,1685.0,135.0,1796.0,3.0,10240.0,40714.0,38093.0,128000.0,57343.0,57343.0,0,0,1071.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,105400.0
6882,lexus es hybrid es300h luxury sunroof,lexus,es,2019.0,2019.0,1,1680.0,160.0,2487.0,1.0,19330.0,36961.0,75586.0,20000.0,50857.0,63543.0,0,0,1784.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,195600.0
6883,bmw 3 series 316i,bmw,316i,2014.0,2014.0,1,1405.0,100.0,1598.0,2.0,14810.0,74801.0,37908.0,131675.0,30051.0,24072.0,0,0,742.0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63700.0
6884,hyundai elantra 1.6a gls (opc),hyundai,elantra,2018.0,2018.0,1,1345.0,93.8,1591.0,2.0,7300.0,13209.0,18720.0,36700.0,12535.0,12535.0,1,0,238.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,63600.0
6885,bmw 7 series 730li sunroof (new 10-yr coe),bmw,730li,2011.0,2011.0,1,1855.0,190.0,2996.0,1.0,10570.0,44202.64355053101,65692.76085688626,225000.0,72453.0,72453.0,0,0,2382.0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,116400.0
6886,honda civic 1.6a vti,honda,civic,2017.0,2017.0,1,1249.0,92.0,1597.0,1.0,10290.0,36001.0,37204.0,39486.0,19726.0,19726.0,0,0,742.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,81300.0
6887,honda hr-v 1.5a lx,honda,hr-v,2018.0,2018.0,1,1200.0,96.0,1496.0,2.0,9600.0,28000.0,37123.0,23154.0,22074.0,22904.0,0,0,682.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,87800.0
6888,audi rs 5 coupe 4.2a fsi quattro (new 10-yr coe),audi,rs,2011.0,2011.0,1,1800.0,331.0,4163.0,4.0,15870.0,44202.64355053101,83881.86052551627,88755.0,102010.0,102010.0,0,0,4206.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,174700.0
6889,mercedes-benz e-class e200d se premium,mercedes-benz,e200,2017.0,2017.0,1,1700.0,110.0,1950.0,2.0,19410.0,53300.0,68154.0,117000.0,51593.0,49868.0,0,0,1734.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,150600.0
6890,mercedes-benz e-class e250 cgi (coe till 12/2030),mercedes-benz,e250,2010.0,2011.0,1,1650.0,150.0,1796.0,2.0,9530.0,40714.0,37948.0,85550.0,58446.0,58446.0,0,0,1071.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,97700.0
6891,toyota vellfire 2.4a z,toyota,vellfire,2012.0,2012.0,1,1920.0,125.0,2362.0,1.0,31980.0,80001.0,34229.0,104000.0,45936.0,45936.0,0,0,1638.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64700.0
6892,hyundai avante 1.6a gls s,hyundai,avante,2018.0,2019.0,1,1345.0,93.8,1591.0,1.0,8800.0,25501.0,29419.0,50000.0,14242.0,14242.0,0,0,738.0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79000.0
6893,mazda 3 1.5a deluxe,mazda,3,2016.0,2016.0,1,1321.0,88.0,1496.0,1.0,9460.0,49751.0,37180.0,43856.0,19134.0,14134.0,0,0,682.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,63400.0
6894,hyundai starex 2.5m crdi,hyundai,starex,2015.0,2015.0,0,1780.0,168.59084007911827,2497.0,3.0,9270.0,46501.0,18970.0,86500.0,21352.0,1068.0,0,0,1795.0810000000001,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,41600.0
6895,honda shuttle 1.5a g honda sensing,honda,shuttle,2019.0,2020.0,1,1130.0,95.0,1496.0,1.0,8680.0,35320.0,39519.0,11000.0,22063.0,12889.0,0,0,682.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87800.0
6896,honda airwave 1.5a m (coe till 11/2022),honda,airwave,2007.0,2007.0,1,1160.0,81.0,1496.0,1.0,8530.0,20997.0,5315.0,150000.0,14672.0,16140.0,0,0,955.0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11900.0
6897,mercedes-benz s-class s300l amg sunroof,mercedes-benz,amg,2012.0,2012.0,1,1850.0,170.0,2997.0,3.0,28390.0,92700.0,56168.0,116199.0,83449.0,83449.0,0,0,2382.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81400.0
6898,toyota vios 1.5m e (coe till 03/2026),toyota,vios,2011.0,2011.0,0,1075.0,80.0,1497.0,3.0,7350.0,20699.0,19043.0,123188.0,10977.0,10977.0,0,0,752.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37200.0
6899,mercedes-benz glb-class glb200 amg line premium,mercedes-benz,amg,2020.0,2021.0,1,1555.0,120.0,1332.0,1.0,17350.0,56001.0,91350.0,652.0,39423.0,47193.0,0,0,586.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,216700.0
6900,honda vezel 1.5a x,honda,vezel,2015.0,2016.0,1,1190.0,96.0,1496.0,3.0,10270.0,46009.0,29059.0,74112.0,20308.0,10432.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59200.0
6901,honda hr-v 1.5a dx,honda,hr-v,2016.0,2016.0,1,1185.0,96.0,1496.0,1.0,9750.0,51506.0,39199.0,96600.0,21244.0,16742.0,0,0,682.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,64700.0
6902,mercedes-benz e-class e230 avantgarde (coe till 11/2022),mercedes-benz,e230,2007.0,2008.0,1,1605.0,150.0,2497.0,2.0,12640.0,25084.0,6350.0,145000.0,54287.0,59716.0,0,0,2514.0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17600.0
6903,bmw 4 series 420i gran coupe m-sport,bmw,420i,2016.0,2016.0,1,1540.0,135.0,1998.0,2.0,18870.0,56956.0,59324.0,48232.0,38646.0,41105.0,0,0,1210.0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,127400.0
6904,toyota corolla altis 1.6a (new 5-yr coe),toyota,corolla,2011.0,2011.0,1,1195.0,90.0,1598.0,2.0,7560.0,44202.64355053101,30211.800999846266,114800.0,14797.0,14797.0,0,0,742.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41600.0
